REGISTRO_OPERADORA;CNPJ;Razao_Social;Nome_Fantasia;Modalidade;Logradouro;Numero;Complemento;Bairro;Cidade;UF;CEP;DDD;Telefone;Fax;Endereco_eletronico;Representante;Cargo_Representante;Regiao_de_Comercializacao;Data_Registro_ANS;Data_Descredenciamento;Motivo_do_Descredenciamento
"418684";"36402816000199";"ALBUQUERQUE ADMINISTRAÇÃO DE BENEFICIOS S/C LTDA.";;"Administradora de Benefícios";"RUA NICANOR SANTOS";"61";"FUNDOS";"CENTRO";"Jerônimo Monteiro";"ES";"29550000";"21";"35531692";;"LEONARDO@CHEVITARESE.COM.BR";"JONAS VICENTE DE ALBUQUERQUE";"ADMINISTRADOR";6;"2012-12-10";"2022-03-11";"Alternat. à Liquidação - Deliberação de Diretoria Colegiada"
"416975";"06258813000162";"ALCANCE SAÚDE LTDA";"ALCANCE SAÚDE";"Medicina de Grupo";"RUA CUSSY DE ALMEIDA JUNIOR";"1931";;"SAO JOAO";"Araçatuba";"SP";"16025050";;;;"reginaldo.alcancesaude@gmail.com";"VALDECIR DONIZETE LOCATELLI";"REPRESENTANTE";6;"2009-07-03";"2025-08-25";"Alternat. à Liquidação - Deliberação de Diretoria Colegiada"
"33947";"23637697009834";"ALCOA ALUMINIO S/A";"ALCOA ALUMÍNIO S/A";"Autogestão";"RUA FELIPE CAMARAO";"454";;"UTINGA";"Santo André";"SP";"09220580";"11";"76048150";"76048400";"mediservice@mediservice.com.br";;;;"1998-12-28";"1999-09-20";"Descumprimento da Circular SUSEP no. 77/1999"
"30999";"23637697006738";"ALCOA ALUMINIO S/A.";"ALCOA";"Autogestão";"RODOVIA PE";"35";"KM 3";"DISTRITO INDUSTRIAL";"Itapissuma";"PE";"53600000";"81";"5436600";"5436662";"lima06@ssw.alcoa.com";;;;"1998-12-31";"1999-09-20";"Descumprimento da Circular SUSEP no. 77/1999"
"407861";"68789908000160";"ALES - APOIO LOGISTICO EQUIPAMENTOS E SERVIÇOS LTDA";"ALES - ASSISTÊNCIA ODONTOLÓGICA";"Odontologia de Grupo";"RUA VISCONDE DE PIRAJÁ";"595";"503";"IPANEMA";"Rio de Janeiro";"RJ";"22410003";"21";"25409085";"25409866";"alesdentall@iveloz.com.br";"MARIA HELENA MIRANDA RODRIGUES DE CARVALHO";"GERENTE";3;"1999-09-06";"2008-05-30";"Descumprimento da RN n.º 100/2005"
"405418";"41981614000189";"ALFA SISTEMA FACILITE SAUDE LTDA";"ALFA SISTEMA FACILITE SAUDE LTDA";"Administradora";"RUA CONSELHEIRO MOURA";"16-A";;"CENTRO";"Alagoinhas";"BA";"48010030";"75";"4211030";"4211030";"CONSULTARE.SSA@TERRA.COM.BR";"JOSE RAIMUNDO DIAS DE LIMA";"SOCIO";;"1999-06-25";"2004-02-17";"Empresa operava com Sistema de Desconto"
"404381";"03095061000178";"ALFAMED ASSISTÊNCIA MÉDICA HOSPITALAR LTDA";"ALFAMED";"Medicina de Grupo";"RUA FRANZ LISTZ";"440";"SALA 305";"JARDIM AMÉRICA";"Rio de Janeiro";"RJ";"21240400";"21";"26717474";"26717474";"alfamed@alfamed";"HELIO DE OLIVEIRA DOS SANTOS JUNIOR";"SOCIO ADMINISTRADOR";3;"1999-05-19";"2011-05-31";"Descumprimento da RN n.º 100/2005"
"400939";"02195536000135";"ALFHA SERVICE LTDA";"ALPHAMED SISTEMA DE SAUDE";"Medicina de Grupo";"VEADOR PORTO";"262";;"SANTANA";"Porto Alegre";"RS";"90610200";"51";"32506239";;"alphamed@zaz.com.br";"ALFEU JOSE BARBOSA JUNIOR";"DIRETOR ADMINISTRATIVO";;"1999-02-23";"2009-09-24";"Descumprimento da RN n.º 100/2005"
"416771";"08407581000192";"ALIANÇA ADMINISTRADORA DE BENEFÍCIOS DE SAUDE S.A.";"ALIANÇA ADMINISTRADORA";"Administradora de Benefícios";"RUA DR. JOAO TEIXEIRA";"522";"1º ANDAR / SALA 04";"CENTRO";"Luziânia";"GO";"72800440";"11";"31914081";;"juridico_regulatorio_5@qualicorp.com.br";"EDUARDO RIBEIRO FARIA DE OLIVEIRA";"REPRESENTANTE";1;"2008-11-07";"2017-12-13";"Por incorporação"
"403989";"01647404000134";"ALL DENT CONVÊNIOS ODONTOLÓGICOS LTDA.";"ALL DENT";"Odontologia de Grupo";"RUA PREF FREDERICO BUSCH JR.";"85";"1º ANDAR";"GARCIA";"Blumenau";"SC";"89020400";"47";"3220603";"3262408";"all.dent@ig.com.br";"LUCIANO ANTONIO MULLER";"SOCIO GERENTE";;"1999-04-28";"2002-07-19";"Pedido de cancelamento"
"422177";"35933395000160";"ALLDEN ASSISTÊNCIA ODONTOLÓGICA LTDA";"ALLDEN SAÚDE";"Odontologia de Grupo";"RUA 09 NORTE LOTE 05 E RUA DAS PITANGUE";"LOTE 6";"LOJAS 11/12 PARTE 55  EDIFÍCIO EASY ";"AGUAS CLARAS";"Brasília";"DF";"71908540";"61";"37729707";;"geander.santos@alldensaude.com.br";"SERGIO ROMERO SILVA";"REPRESENTANTE LEGAL";4;"2020-03-12";"2024-01-02";"INEXISTÊNCIA DE PRODUTO ATIVO POR MAIS DE 180 DIAS"
"416533";"08696647000101";"ALLPREV - ASSISTÊNCIA ODONTOLÓGICA LTDA";"ALLPREV";"Odontologia de Grupo";"RUA DOUTOR MARCOLINO";"608";;"CENTRO";"Patos de Minas";"MG";"38700160";"34";"38225007";"38225007";"ALLPREV@ALLPREV.COM.BR";"GERVÁSIO MOREIRA DA SILVA";"SÓCIO ADMINISTRADOR";5;"2008-01-30";"2011-12-22";"Pedido de cancelamento"
"417807";"12584316000157";"ALPER ADMINISTRADORA DE BENEFICIOS LTDA";"ALPER ADMINISTRADORA DE BENEFICIOS LTDA";"Administradora de Benefícios";"RUA GILBERTO SABINO";"215";"13º ANDAR";"PINHEIROS";"São Paulo";"SP";"05425020";"11";"31752900";;"contabilidade@alperseguros.com.br";" GUILHERME SILVEIRA BARROZO NETTO";"DIRETOR FINANCEIRO";1;"2011-01-24";"2023-11-29";"Pedido de cancelamento"
"313581";"88309620000158";"ALSTOM ELEC S.A.";"ALSTOM";"Autogestão";"Av.Guilherme Schell";"11500";;"CENTRO";"Canoas";"RS";"92420000";"51";"4778638";"4773477";"holos@holos-saude.com.br";"GLADIS PAIXÃO";"REPRESENTANTE ANS";;"1998-12-31";"2002-05-21";"Pedido de cancelamento"
"413381";"03794227000144";"ALVA CLINICA ODONTOLÓGICA LTDA";"ALVA ODONTOMÉDICA";"Odontologia de Grupo";"Alvarenga Peixoto";"1440";;"SANTO AGOSTINHO";"Belo Horizonte";"MG";"30180121";"31";"33353344";"33353344";"clinicaalva@bol.com.br";"GEOVANE MAURILIO DA SILVA";"ADMINISTRADOR";;"2001-03-21";"2003-04-30";"Pedido de cancelamento"
"414671";"94093085000143";"AMA - ASSISTÊNCIA MÉDICA ADMINISTRADA S/S LTDA.";"AMA";"Administradora";"RUA GOMES JARDIM";"472";;"SANTANA";"Porto Alegre";"RS";"90620130";"51";"32173434";"32173434";"juridico@amars.com.br";"GUSTAVO LORENZONI SPORLEDER";"DIRETOR COMERCIAL";4;"2003-10-10";"2010-05-18";"Pedido de cancelamento"
"40325";"03013779000178";"AMA - ASSOCIAÇÃO METROPOLITANA ASSISTENCIAL";;"Medicina de Grupo";"RODOVIA DO CAQUI";"1.150";;"ARAÇATUBA";"Campina Grande do Sul";"PR";"83430000";"41";"7692528";;;;;;"1999-04-06";"1999-10-29";"Descumprimento da Circular SUSEP no. 77/1999"
"389862";"94093085000143";"AMA ASSISTENCIA MÉDICA ADMINISTRADA LTDA.";;"Administradora";",";"472";;"SANTANA";"Porto Alegre";"RS";"90620130";"51";"2170465";"2171402";"ama@ez-poa.com.br";"FERNANDO ADERBAL CABELERA SPORLEDER";"SÓCIO";;"1998-12-30";"2000-12-27";"Pedido de cancelamento"
"357448";"56902018000133";"AMA ASSISTÊNCIA MÉDICA LTDA";"AMA";"Medicina de Grupo";"AV. DEPUTADO CUNHA BUENO";"386";"CONJ. 12";"CENTRO";"Poá";"SP";"08561310";"11";"46527500";"46527518";"ama@ama.com.br";"VALÉRIO LUIS MATOS SILVEIRA MARTINS";"SÓCIO GERENTE";5;"1998-12-21";"2008-07-11";"Pedido de cancelamento"
"376248";"00937991000133";"AMA-ASSISTENCIA MÉDICA ALTERNATIVA LTDA";"AMA";"Medicina de Grupo";"RUA RANGEL PESTANA";"165";;"BANGU";"Rio de Janeiro";"RJ";"21820040";"21";"3323301";"3323301";"airtonmontenegro@yahoo.com";"HAROLDO VASCONCELOS DE AGUIAR";"SÓCIO";;"1998-12-29";"2000-07-05";"Pedido de cancelamento"
"311545";"02833898000104";"AMAD - ASSISTENCIA MÉDICA AMBULATORIAL E DOMICILIAR LTDA.";"AMAD";"Medicina de Grupo";"RUA ALEXANDRE SCHLEMM";"816";;"ANITA GARIBALDI";"Joinville";"SC";"89202180";"47";"4330445";"4333313";"amad_sidom@hotmail.com";"SANDRO ROBERTO MOSER";"SÓCIO";;"1998-12-28";"2000-12-20";"Pedido de cancelamento"
"31102";"36399673000103";"AMANCIO SERVIÇOS POSTUMOS LTDA";"PAZ ETERNA";"Medicina de Grupo";"RUA 13 DE MAIO";"3º";"TERREO";"PARQUE MOSCOSO";"Vitória";"ES";"29020100";"27";"2232473";"3224096";"herpio@tropical.com.br";;;;"1999-01-22";"1999-10-29";"Descumprimento da Circular SUSEP no. 77/1999"
"413593";"01174098000166";"AMARAL & RAYMUNDINI LTDA.";"ALFADENTE ODONTOLOGIA INTEGRAL";"Odontologia de Grupo";"RUA CAPITÃO FLEMING";"476";;"VILA NOVA";"Itu";"SP";"13300000";"11";"40227060";"40132003";"alfadente@thewaynet.com.br";"MILTON RAYMUNDINI FILHO";"DIRETOR";6;"2001-04-19";"2016-09-08";"Deliberação de Diretoria Colegiada"
"416894";"02341467000120";"AMAZONAS DISTRIBUIDORA DE ENERGIA S/A";"AMAZONAS ENERGIA";"Autogestão";"AVENIDA SETE DE SETEMBRO";"2414";;"CACHOEIRINHA";"Manaus";"AM";"69005140";"92";"36211133";"36211133";"scheila.hortmann@amazonasenergia.com";"SCHEILA APARECIDA HORTMANN";"GER. DEPART. DE GESTÃO DE PESS";;"2009-03-02";"2021-06-16";"Pedido de cancelamento"
"411485";"03012794000100";"AMB SAÚDE LTDA - ME";"UNI DENT";"Odontologia de Grupo";"AV GOVERNADOR CARLOS DE LIMA CAVALCANTI";"280";;"BUTRINS";"Olinda";"PE";"53030260";"81";"30818181";"32211883";"brunoarnaud79@yahoo.com.br";"BRUNO DE ANDRADE ARNAUD";"SOCIO ADMINISTRADOR";6;"2000-06-13";"2010-03-22";"Deliberação de Diretoria Colegiada"
"401978";"00774317000185";"AME - ASSISTÊNCIA MÉDICA EVANGÉLICA LTDA.";"AME SAUDE";"Medicina de Grupo";"AV CONEGO VASCONCELOS";"263";"SALA 223";"BANGU";"Rio de Janeiro";"RJ";"21810011";"21";"33327085";"33327085";"empresaame@ig.com.br";"JOAO LUIZ DE ALMEIDA";"ADMINISTRADOR";4;"1999-03-11";"2011-12-14";"Deliberação de Diretoria Colegiada"
"401196";"01032102000151";"AME PLANOS DE SAÚDE LTDA";"AME PLANOS DE SAÚDE";"Medicina de Grupo";"RUA P - 16";"690";"QD. P-61 LT. 3, 4 E 16 DA RUA P12";"SETOR DOS FUNCIONARIOS";"Goiânia";"GO";"74543020";"85";"32559189";;"ans.ndi@hapvida.com.br";"LUIZ CELSO DIAS LOPES";"REPRESENTANTE DA PESSOA JURÍDICA JUNTO A";6;"1999-02-26";"2020-09-28";"Por incorporação"
"409472";"03273381000170";"AMEDENT SERVIÇOS ODONTOLÓGICOS LTDA";"AMEDENT";"Odontologia de Grupo";"ESTRADA DO GALEÃO";"2751";"S/303";"ILHA DO GOVERNADOR";"Rio de Janeiro";"RJ";"21931002";"21";"3932611";;"mimilia@ax.apc.org";"MARIA EMÍLIA PEREIRA NOVOTNY";"SÓCIA GERENTE";;"1999-10-29";"2001-10-16";"Pedido de cancelamento"
"400696";"62707369000196";"AMENO SERVIÇO OPERACIONAL DE SAÚDE S/C LTDA.";;"Medicina de Grupo";"AVENIDA POMPÉIA";"718";;"VILA POMPÉIA";"São Paulo";"SP";"05022000";"11";"5152";"2630606";;"JAN MACARIOS";"SÓCIO";;"1999-02-19";"2002-05-21";"Pedido de cancelamento"
"407208";"03240945000179";"AMERICAN CARE SISTEMA DE SAÚDE S/C LTDA";"AMERICAN CARE";"Medicina de Grupo";"AV. PRES. JUSCELINO K. DE OLIVEIRA ";"126";;"CENTRO";"Juquitiba";"SP";"06950000";"01";"131701862";"131701889";;"JOAMEL BRUNO DE MELLO";"SOCIO GERENTE";4;"1999-08-12";"2005-09-30";"Pedido de cancelamento"
"008737";"33040981000150";"AMERICAN HOME DO BRASIL S.A";;"Seguradora";"AV ALMIRANTE BARROSO";"52";"14O. ANDAR";"CENTRO";"Rio de Janeiro";"RJ";"20031000";"21";"2122662";;;;;;"1998-12-16";"2000-10-19";"Pedido de cancelamento"
"005819";"67865360000127";"AMERICAN LIFE COMPANHIA DE SEGUROS";;"Seguradora";"RUA MINAS GERAIS";"209";;"CONSOLAÇÃO";"São Paulo";"SP";"01244011";"11";"2580022";;;"NANCIR DA CUNHA MARQUES";"DIRETORA VICE-PRESIDENTE";;"1998-12-16";"2002-03-22";"Adequação à Lei no. 10.185/2001"
"375268";"60723236000188";"AMERICLÍNICAS ASSISTÊNCIA MÉDICA HOSPITALAR LTDA.";"SAMAM";"Medicina de Grupo";"RUA JOAQUIM DE  OLIVEIRA";"699";;"CENTRO";"Santa Bárbara d'Oeste";"SP";"13450038";"19";"34710288";"34710288";"diretoria@hospitalsamam.com.br";"ARLEY GELMINI";"SOCIO GERENTE";5;"1998-12-28";"2014-09-19";"Deliberação de Diretoria Colegiada"
"327107";"02756886000123";"AMESP SISTEMA DE SAÚDE LTDA";"AMESP";"Medicina de Grupo";"RUA DOUTOR GERALDO CAMPOS MOREIRA";"240";"4° ANDAR / SALA 5";"CIDADE MONÇÕES";"São Paulo";"SP";"04571020";"21";"38051088";;"representanteans@amil.com.br";"ALEXANDRE GINO CAMARGO ZORNIG";"REPRESENTANTE";4;"1998-12-21";"2008-07-11";"Pedido de cancelamento"
"409782";"60123940000108";"AMESSUL - ASSISTÊNCIA MÉDICA SUL PAULISTA S/C LTDA.";"AMESSUL";"Medicina de Grupo";"Rua Olívia Marques";"201";;"CENTRO";"Itapeva";"SP";"18400100";"15";"5213193";"5223511";"amessul@ig.com.br";"MARIA TEREZA MARTINS DOS SANTOS";"DIRETÓRA TÉCNICA";;"1999-11-10";"2003-04-30";"Pedido de cancelamento"
"412431";"03538933000125";"AMESUL ASSISTENCIA MEDICA ESPECIALIZADA DO SUL LTDA";"AMESUL ASSISTENCIA MEDICA ESPECIALIZADA";"Medicina de Grupo";"PCA JERONIMO MONTEIRO";"2";"GRUPO 301";"CENTRO";"Cachoeiro de Itapemirim";"ES";"29300300";"27";"5226942";"5217481";"amesul@dci.org.br";"LUIZ CARLOS VIEIRA ROSA";"DIRETOR PRESIDENTE";;"2000-10-03";"2008-01-29";"Descumprimento da RN n.º 100/2005"
"421316";"29174910000172";"AMHE MED ASSISTENCIA A SAUDE LTDA-EPP";;"Medicina de Grupo";"Rua São Bento";"71";"1º andar, sala 06";"Centro";"Sorocaba";"SP";"18010030";"15";"30351030";;"marcio@alvescorretora.com";"MARCIO ALVES";"Representante Perante ANS";;"2018-06-28";"2018-11-16";"Descumprimento da RN n.º 100/2005"
"333221";"74215195000123";"AMHPLA COOPERATIVA DE ASSISTENCIA MEDICA";"AMHPLA";"Cooperativa Médica";"AV. INDEPENDENCIA";"3187";;"DOS ALEMAES";"Piracicaba";"SP";"13416240";"19";"34178888";"34178897";"diretoria@amhpla.com.br";"PAULO SEBASTIÃO QUAIOTTI RIBEIRO";"PRESIDENTE";5;"1998-12-18";"2017-12-01";"Alternat. à Liquidação - Deliberação de Diretoria Colegiada"
"379573";"54832597000160";"AMHPLA PARTICIPACOES S/C LTDA";;"Medicina de Grupo";"RUA SAO JOSE";"407";;"CENTRO";"Piracicaba";"SP";"13400330";"19";"4221122";"4222810";"amhpla@merconet.com.br";"GILBERTO HENRIQUES NETTO";"GERENTE";;"1998-12-24";"2002-05-21";"Pedido de cancelamento"
"306622";"51722957000182";"AMICO SAÚDE LTDA";"DIX SAUDE";"Medicina de Grupo";"RUA AZEVEDO MACEDO";"132";;"VILA MARIANA";"São Paulo";"SP";"04013060";"21";"38054491";"38051088";"representanteans@amil.com.br";"ALEXANDRE GINO CAMARGO ZORNIG";"REPRESENTANTE LEGAL";3;"1998-12-23";"2014-11-05";"Pedido de Cancelamento pós cisão e incorp. operação de plano"
"412384";"03991125000119";"AMIL PLANOS POR ADMINISTRAÇÃO LTDA";"AMIL PLANOS";"Medicina de Grupo";"RUA CONDE DE PORTO ALEGRE";"119";"SALAS 605, 606 E 607, (PARTE)";"25 DE AGOSTO";"Duque de Caxias";"RJ";"25070350";"21";"38054491";"38051088";"representanteans@amil.com.br";"ALEXANDRE GINO CAMARGO ZORNIG";"REPRESENTANTE LEGAL";3;"2000-09-29";"2013-12-17";"Por incorporação"
"302872";"43358647000100";"AMIL SAÚDE LTDA.";"AMIL SAÚDE";"Medicina de Grupo";"RUA DR. GERALDO CAMPOS MOREIRA";"240";"4° ANDAR SALA 1";"BROOKLIN NOVO";"São Paulo";"SP";"04571020";"21";"38054491";"38051088";"representanteans@amil.com.br";"ALEXANDRE GINO CAMARGO ZORNIG";"REPRESENTANTE LEGAL";3;"1998-12-21";"2012-10-15";"Pedido de Cancelamento pós cisão e incorp. operação de plano"
"005789";"42461863000106";"AMIL SEGURADORA S/A";;"Seguradora";"RUA TENENTE POSSOLO";"33";"3º ANDAR";"BAIRRO DE FÁTIMA";"Rio de Janeiro";"RJ";"20230160";"21";"5082406";"5082400";"amilseg@connection.com.br";"ANTÔNIO JORGE GUALTER KROPF";"DIRETOR SUPERINTENDENTE";;"1998-12-16";"2002-03-22";"Adequação à Lei no. 10.185/2001"
"402711";"17514050000190";"AMIPEME, ASSOCIAÇÃO MINEIRA DA MICRO PEQUENA E MÉDIA EMPRESA";"AMIPEME";"Autogestão";"AV. BARBACENA";"594";"SALA 102";"BARRO PRETO";"Belo Horizonte";"MG";"30190130";"31";"2925207";"2925207";"amipeme@fiemg.com.br";"ILDEU DE OLIVEIRA SANTOS";;;"1999-03-29";"2002-05-21";"Pedido de cancelamento"
"30067";"36250553000140";"AMIS ASSOC. MÉDICA INTERN. DO SERVIDOR PUBLICO";"AMIS";"Medicina de Grupo";"AV. PRESIDENTE VARGAS";"509";"19º ANDAR";"CENTRO";"Rio de Janeiro";"RJ";"20071003";"21";"2620105";"5332652";"amis@openlink.com.br";;;;"1998-12-29";"1999-09-20";"Descumprimento da Circular SUSEP no. 77/1999"
"400246";"70110952000143";"AMISAUDE ASSISTENCIA MEDICA INTEGRAL DE SAUDE LTDA";"AMI SAUDE";"Medicina de Grupo";"RUA DES. SOUTO MAIOR,";"77";;"CENTRO";"João Pessoa";"PB";"58013190";"83";"2221215";"2221215";"amiclinicas@hotmail.com";"REINALDO SEBADELHE DA SILVA";"SOCIO GERENTE";5;"1999-02-09";"2007-02-01";"Empresa operava com Sistema de Desconto"
"324949";"65248650000104";"AML- ASSISTENCIA MEDICA LEOPOLDINENSE LTDA.";"AML - ASSISTÊNCIA MÉDICA LEOPOLDINENSE LTDA.";"Medicina de Grupo";"AVENIDA GETULIO VARGAS";"276";;"CENTRO";"Leopoldina";"MG";"36700000";"32";"34414087";"34411864";"aml@cefetleo.com.br";"ALEXANDRE MAGNO DIAS DE OLIVEIRA";"TECNICO RESPONSAVEL";;"1999-01-06";"2002-07-19";"Pedido de cancelamento"
"401242";"95642856000177";"AMOD MARINGÁ - SERVIÇOS DE CONVÊNIO ODONTOLÓGICO S/C LTDA.";"ORALMED PLANOS ODONTOLÓGICOS";"Odontologia de Grupo";"AV. TIRADENTES";"1430";"SALA 3";"CENTRO";"Maringá";"PR";"87013260";"044";"2257270";"2257270";"coopersaude@hotmail.com";"LUIZ CARLOS FRANCISCO";"SOCIO GERENTE";;"1999-03-02";"2009-07-02";"Pedido de cancelamento"
"420662";"26143483000177";"AMORIM ADMINISTRADORA DE BENEFÍCIOS";"A4 ADMINISTRADORA DE BENEFÍCIOS";"Administradora de Benefícios";"RUA DO ROSÁRIO";"0001";"SALA 401";"CENTRO";"Rio de Janeiro";"RJ";"20041003";"21";"988825467";;"juridico@qvsaude.com.br";"ELIZABETH DE BRITO LOPES";"Diretora Presidente";3;"2016-12-13";"2023-08-03";"Pedido de cancelamento"
"413755";"04388452000143";"AMP SAUDE LTDA";;"Medicina de Grupo";"RUA DR. URBANO FIGUEIRA";"32";;"CENTRO";"Taubaté";"SP";"12020140";"12";"21239205";;"administrativo@ampsaude.com.br";"JOSE DOMINGOS ABREU DE ANDRADE";"DIRETOR";5;"2001-05-28";"2022-06-24";"Alternat. à Liquidação - Deliberação de Diretoria Colegiada"
"357871";"66077884000190";"AMPLIMED ASSISTENCIA MÉDICA S/C LTDA.";"AMPLIMED ASSISTENCIA MÉDICA";"Medicina de Grupo";"RUA BARAO DE JUQUERI";"85";;"CENTRO";"Bragança Paulista";"SP";"12900000";"11";"78434949";"78442500";"leopoldomoreira@uol.com.br";"JOSE LEOPOLDO LIMA MOREIRA";"SOCIO-DIRETOR";;"1998-12-31";"2009-03-11";"Descumprimento da RN n.º 100/2005"
"407666";"18271999000179";"AMS-ASSISTÊNCIA MÉDICA À SAÚDE S/C LTDA";;"Medicina de Grupo";"AV.SINFRÔNIO BROCHADO";"479";;"BARREIRO";"Belo Horizonte";"MG";"30640000";"31";"3841067";;;"CAETANO GONÇALVES MASCARENHAS";;;"1999-08-24";"2001-08-01";"Pedido de cancelamento"
"404217";"02980616000100";"AMSCOM - CONSULTORIA EM SAÚDE LTDA.";"AMS CONSULTORIA EM SAÚDE";"Medicina de Grupo";"R. TEIXEIRA DE FREITAS";"478";"SALA 810";"SANTO ANTONIO";"Belo Horizonte";"MG";"30350180";"31";"2965056";"2963607";;"ALÉXIA PALHANO MAZONI ANDRADE SALGADO";"SOCIA";;"1999-05-14";"2000-07-04";"Pedido de cancelamento"
"406660";"87235172000122";"ANDREAS STIHL MOTO SERRAS LTDA.";"SAÚDE STIHL";"Autogestão";"AVENIDA SÃO BORJA";"3000";;"SÃO BORJA";"São Leopoldo";"RS";"93032000";"51";"5884444";"5798373";"osmar@stihl.com.br";"OSMAR HALMENSCHLAGER";;;"1999-07-28";"2000-08-02";"Pedido de cancelamento"
"348091";"02025264000125";"ANESTESIOLOGIA CLINICA S/C LTDA";;"Medicina de Grupo";"RUA BARONESA DE ITÚ";"610";"CJ. 33";"BAIRRO SANTA CECÍLIA";"São Paulo";"SP";"01231000";"11";"36663751";"36663751";"email: anestcli@uol.com.br";"MONETTI MARIA LOMBARDI";"SÓCIO";;"1998-12-29";"2002-05-21";"Pedido de cancelamento"
"322466";"55804181000109";"ANIMA ASSESSORIA DE SERVIÇOS MEDICOS SS LTDA";"ANIMA ";"Medicina de Grupo";"RUA CARAÍBAS";"510";"APTO 182";"PERDIZES";"São Paulo";"SP";"05020000";"11";"38655270";"8299000";"sampsp@mandic.com.br";"MAURICIO DE OLIVEIRA MENEZES";"DIRETOR";;"1998-12-22";"2013-03-05";"Alternat. à Liquidação - Deliberação de Diretoria Colegiada"
"39465";"00601848000176";"ANPARE CLINICA PEDIATRICA LTDA";"MEMORIAL SAÚDE";"Medicina de Grupo";"RUA QUITO";"88";;"PENHA";"Rio de Janeiro";"RJ";"21020330";"21";"5645968";"5608518";"urgebaby@com.br";"PAULO ROBERTO DE QUEIROZ RAMOS";"DIRETOR";;"1998-12-28";"1999-09-20";"Descumprimento da Circular SUSEP no. 77/1999"
"414379";"47411038000110";"ANTHARES EMPREENDIMENTOS S/A ";;"Odontologia de Grupo";"PRAÇA RAMOS DE AZEVEDO";"206";;"CENTRO";"São Paulo";"SP";"01037010";"11";"69794805";"69794805";"jcarlos108@hotmail.com";"JOSÉ CARLOS SOUZA RODRIGUES";"DIRETOR ADMINISTRATIVO";;"2002-09-18";"2007-04-19";"Descumprimento da RN n.º 100/2005"
"414042";"03558438000188";"AOF - ASSISTÊNCIA ODONTOLÓGICA FAMILIAR LTDA.";"AOF - ASSISTÊNCIA ODONTOLÓGICA FAMILIAR LTDA.";"Odontologia de Grupo";"RUA CORONEL CARLOS BRANDAO";"62";"2 ANDAR";"CENTRO";"Ubá";"MG";"36500000";"32";"35311397";"35313375";"ORCOL@UAI.COM.BR";"ADRIANO RODRIGUES VICENTE";"SOCIO-GERENTE";;"2001-07-13";"2005-11-28";"Pedido de cancelamento"
"417980";"12547867000140";"AON AFFINITY ADMINISTRADORA DE BENEFÍCIOS LTDA";;"Administradora de Benefícios";"DOUTOR RUBENS GOMES BUENO";"691";"15º ANDAR - PARTE";"VARZEA DE BAIXO";"São Paulo";"SP";"04730903";"11";"47005033";"34911102";"br.juridico@aon.com.br";"LEONARDO CARNEIRO MARTINS COELHO";"DIRETOR ADJUNTO COMERCIAL";1;"2011-04-20";"2021-01-20";"Por incorporação"
"304956";"34182196000102";"APAMESO ASSOCIAÇÃO PAN AMERICANA DE MEDICINA SOCIAL";"WHITE CROSS";"Medicina de Grupo";"RUA MOURA BRITO";"139";"PARTE";"TIJUCA";"Rio de Janeiro";"RJ";"20520060";"21";"39788020";"25697174";"drarmandoamaral@csst.com.br";"ARMANDO CARVALHO AMARAL";"DIRETOR PRESIDENTE";4;"1999-01-29";"2007-10-30";"Pedido de cancelamento"
"410063";"01368920000120";"APO - ADM.  DE PLANOS DE SAUDE E ODONTOLOGICOS";"MARFIMDENT";"Odontologia de Grupo";"RUA MIGUEL CALMON";"506";"2º ANDAR - ED. OURO PRETO";"COMÉRCIO";"Salvador";"BA";"40015010";"71";"3272068";"2435237";;"UBIRAJARA SILVA MONTEIRO";"DIRETOR ADMINISTRATIVO";;"1999-12-07";"2002-07-19";"Pedido de cancelamento"
"411124";"03512840000121";"APO - ASSISTÊNCIA PERSONALIZADA ODONTOLÓGICA LTDA.";"APO- ASSISTÊNCIA PERSONALIZADA ODONTOLÓGICA";"Odontologia de Grupo";"RUA QUINTINO BOCAIÚVA";"03";;"GONZAGA ";"Santos";"SP";"11060230";"13";"21044040";"21044030";"apo@apoodonto.com.br";"JORGE SAHADE NETO";"SÓCIO ADMINISTRADOR";4;"2000-04-25";"2019-07-18";"Pedido de cancelamento"
"336521";"01221081000112";"APPLES - ASSISTENCIA ODONTOLOGICA LTDA.";"APPLES - ODONTOLOGIA";"Odontologia de Grupo";"SCS Q. 8 BL. B-60 - ED. VANANCIO 2000";;"SALA 501";"ASA SUL";"Brasília";"DF";"70333900";"61";"3210824";"3210824";"apples@terra.com.br";"ROMES ANICETO DE FREITAS";"DIRETOR";3;"1998-12-21";"2004-12-03";"Pedido de cancelamento"
"415341";"65705485000164";"APS CONSULTORIA E ADMINISTRAÇAO DE SERVIÇOS DE SAUDE LTDA";;"Administradora";"RUA VINTE E SEIS DE MARçO";"26";"SALA 03 - 1º ANDAR";"CENTRO";"Poá";"SP";"08550000";"11";"30481400";"30481400";"ANDREA.FELIPE@APS.SRV.BR";"MAURICIO MASCI MITTEMPERGHER";"SOCIO/DIRETOR";;"2005-10-26";"2010-04-26";"Pedido de cancelamento"
